"site","site_id","duration","n_stations","H1","homog_status","chosen_dist","chosen_absZ","Z_acceptable","selection_source","reviewer","runner_up","runner_up_absZ","z_margin","review_recommended","depth_10k_mm","tail_min_10k_mm","tail_max_10k_mm","tail_spread_pct","needs_review"
"CLEAR LAKE DIKE 1","CA10141","24h",45,0.893,"homogeneous","GLO",0.84,TRUE,"auto",NA,"GEV",2.601,1.761,FALSE,264.3,104.4,264.3,60.5,FALSE
"CLEAR LAKE DIKE 1","CA10141","72h",43,0.748,"homogeneous","GLO",0.522,TRUE,"auto",NA,"GEV",2.684,2.162,FALSE,442,169.8,442,61.6,FALSE
"CHIEF JOSEPH DAM","WA00299","24h",46,0.939,"homogeneous","GEV",0.66,TRUE,"auto",NA,"GNO",1.59,0.93,FALSE,237.2,138.2,348.8,88.8,FALSE
"CHIEF JOSEPH DAM","WA00299","72h",51,0.91,"homogeneous","GEV",1.633,TRUE,"auto",NA,"GNO",2.448,0.815,FALSE,319.8,191.9,470.1,87,FALSE
"PROCTOR LAKE","TX00010","24h",11,-0.589,"homogeneous","PE3",0.223,TRUE,"auto",NA,"GNO",0.985,0.762,FALSE,310.4,216.5,577.4,116.2,FALSE
"PROCTOR LAKE","TX00010","72h",11,0.66,"homogeneous","GEV",0.023,TRUE,"auto",NA,"GNO",0.493,0.47,TRUE,453.4,256.6,676.1,92.6,FALSE
"NEWBURGH LOCKS & DAM","KY03059","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"NEWBURGH LOCKS & DAM","KY03059","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"ROCKWALL-FORNEY DAM","TX00837","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"ROCKWALL-FORNEY DAM","TX00837","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"ISABELLA DAM","CA10106","24h",47,0.472,"homogeneous","GNO",0.148,TRUE,"auto",NA,"GEV",0.918,0.77,FALSE,303,173.9,482.6,101.8,FALSE
"ISABELLA DAM","CA10106","72h",50,0.195,"homogeneous","PE3",1.322,TRUE,"auto",NA,"GNO",1.38,0.058,TRUE,412,289.2,833.6,132.1,FALSE
"CHENEY","KS00017","24h",13,-1.601,"homogeneous","GLO",0.956,TRUE,"auto",NA,"GEV",1.153,0.197,TRUE,528.7,197.3,528.6,62.7,FALSE
"CHENEY","KS00017","72h",14,-1.438,"homogeneous","GEV",1.553,TRUE,"auto",NA,"GLO",1.801,0.248,TRUE,289.9,176.8,431,87.7,FALSE
"LITTLE GOOSE LOCK AND DAM","WA00331","24h",43,0.904,"homogeneous","GEV",1.731,FALSE,"auto",NA,"GLO",2.403,0.672,TRUE,130.1,77.6,189.1,85.7,TRUE
"LITTLE GOOSE LOCK AND DAM","WA00331","72h",46,0.968,"homogeneous","GEV",2.059,FALSE,"auto",NA,"GNO",2.589,0.53,TRUE,147.6,94.9,214.2,80.9,TRUE
"STERLING C ROBERTSON DAM","TX04455","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"STERLING C ROBERTSON DAM","TX04455","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"OTTER TAIL LAKE","MN00209","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"OTTER TAIL LAKE","MN00209","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"MORRIS SHEPPARD","TX03849","24h",5,-1.761,"homogeneous","PE3",0.746,TRUE,"auto",NA,"GPA",0.969,0.223,TRUE,321.7,226.3,606,118,FALSE
"MORRIS SHEPPARD","TX03849","72h",5,1.284,"acceptably homogeneous (H1 in [1,2))","GEV",0.276,TRUE,"auto",NA,"GNO",0.447,0.171,TRUE,379.8,228.2,566.8,89.1,FALSE
"RATHBUN DAM","IA00016","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"RATHBUN DAM","IA00016","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"WINNIBIGOSHISH DAM","MN00586","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"WINNIBIGOSHISH DAM","MN00586","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"OSULLIVAN","WA00268","24h",41,0.896,"homogeneous","GEV",1.146,TRUE,"auto",NA,"GNO",2.005,0.859,FALSE,198.5,117.7,291,87.3,FALSE
"OSULLIVAN","WA00268","72h",42,0.697,"homogeneous","GEV",1.589,TRUE,"auto",NA,"GNO",2.279,0.69,FALSE,285.2,173.9,418.6,85.8,FALSE
"STRUCTURE NO. 31","FL00384","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"STRUCTURE NO. 31","FL00384","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"STRUCTURE 336","FL00683","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"STRUCTURE 336","FL00683","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"STRUCTURE 337","FL00693","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"STRUCTURE 337","FL00693","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"GAVINS POINT DAM","SD01094","24h",10,-0.493,"homogeneous","GEV",0.616,TRUE,"auto",NA,"GNO",1.172,0.556,FALSE,237.8,141.1,350.4,88,FALSE
"GAVINS POINT DAM","SD01094","72h",11,-0.991,"homogeneous","GEV",0.85,TRUE,"auto",NA,"GNO",1.144,0.294,TRUE,236.2,149.4,347.2,83.7,FALSE
"ROSS BARNETT RESERVOIR DAM","MS02716","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"ROSS BARNETT RESERVOIR DAM","MS02716","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"GRANBY","CO01656","24h",25,-0.149,"homogeneous","GLO",0.784,TRUE,"auto",NA,"GEV",2.388,1.604,FALSE,377.2,138.8,377.2,63.2,FALSE
"GRANBY","CO01656","72h",24,0.338,"homogeneous","GLO",0.839,TRUE,"auto",NA,"GEV",2.225,1.386,FALSE,609.9,224.2,609.9,63.2,FALSE
"PUMPING STATION NO. 7","FL00345","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"PUMPING STATION NO. 7","FL00345","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"STRUCTURE NO. 143 (CULVERT L-35B-1)","FL00350","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"STRUCTURE NO. 143 (CULVERT L-35B-1)","FL00350","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"BONNEVILLE LOCK AND DAM","OR00001","24h",43,0.548,"homogeneous","GEV",1.916,FALSE,"auto",NA,"GLO",2,0.084,TRUE,313.1,185.6,460,87.7,TRUE
"BONNEVILLE LOCK AND DAM","OR00001","72h",45,0.664,"homogeneous","GLO",1.428,TRUE,"auto",NA,"GEV",2.724,1.296,FALSE,701.7,295.4,701.7,57.9,FALSE
"PUEBLO","CO00299","24h",37,0.925,"homogeneous","GEV",0.567,TRUE,"auto",NA,"GNO",1.439,0.872,FALSE,192.3,108.6,287.1,92.8,FALSE
"PUEBLO","CO00299","72h",37,0.644,"homogeneous","GEV",1.566,TRUE,"auto",NA,"GLO",1.963,0.397,TRUE,238.3,133.3,354.9,93,FALSE
"ROUND BUTTE","OR00549","24h",34,0.763,"homogeneous","GEV",0.422,TRUE,"auto",NA,"GNO",1.154,0.732,FALSE,213.5,127.1,314.5,87.8,FALSE
"ROUND BUTTE","OR00549","72h",35,1.61,"acceptably homogeneous (H1 in [1,2))","GEV",1.548,TRUE,"auto",NA,"GLO",2.014,0.466,TRUE,322.1,189.4,474.1,88.4,FALSE
"WESLEY E SEALE DAM","TX03895","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"WESLEY E SEALE DAM","TX03895","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"PETENWELL","WI00740","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"PETENWELL","WI00740","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"ROBERT S.KERR LOCK AND DAM","OK10301","24h",5,0.454,"homogeneous","GLO",0.101,TRUE,"auto",NA,"GEV",0.764,0.663,FALSE,657,254,657,61.3,FALSE
"ROBERT S.KERR LOCK AND DAM","OK10301","72h",5,-1.121,"homogeneous","GLO",0.192,TRUE,"auto",NA,"GEV",0.638,0.446,TRUE,860.6,333.3,860.6,61.3,FALSE
"HEBGEN DAM","MT00134","24h",39,0.615,"homogeneous","GEV",1.443,TRUE,"auto",NA,"GLO",2.268,0.825,FALSE,132.2,77.6,193.6,87.8,FALSE
"HEBGEN DAM","MT00134","72h",45,0.715,"homogeneous","GEV",1.913,FALSE,"auto",NA,"GLO",2.393,0.48,TRUE,175.9,107,256.2,84.8,TRUE
"OHIO FALLS POWERHOUSE","KY03034","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"OHIO FALLS POWERHOUSE","KY03034","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"FRIANT","CA10154","24h",35,0.741,"homogeneous","GEV",1.124,TRUE,"auto",NA,"GNO",2.039,0.915,FALSE,340.3,194.5,502.9,90.6,FALSE
"FRIANT","CA10154","72h",39,0.657,"homogeneous","GEV",0.888,TRUE,"auto",NA,"GNO",2.134,1.246,FALSE,680.1,364.8,1005.7,94.2,FALSE
"RED BLUFF DAM","TX02312","24h",48,0.345,"homogeneous","GEV",1.048,TRUE,"auto",NA,"GNO",2.008,0.96,FALSE,243.7,136.7,366.6,94.3,FALSE
"RED BLUFF DAM","TX02312","72h",47,0.465,"homogeneous","GEV",0.904,TRUE,"auto",NA,"GNO",2.198,1.294,FALSE,396.2,207.6,587.1,95.8,FALSE
"WATERLOO","NY00709","24h",8,-0.292,"homogeneous","GLO",0.017,TRUE,"auto",NA,"GEV",1.256,1.239,FALSE,324.3,131.5,324.3,59.5,FALSE
"WATERLOO","NY00709","72h",8,-0.796,"homogeneous","GLO",0.265,TRUE,"auto",NA,"GEV",1.34,1.075,FALSE,479.7,186.6,479.7,61.1,FALSE
"TELLICO","TN10506","24h",40,0.205,"homogeneous","GEV",0.135,TRUE,"auto",NA,"GNO",1.091,0.956,FALSE,366.3,215.5,536.8,87.7,FALSE
"TELLICO","TN10506","72h",37,0.846,"homogeneous","GEV",0.887,TRUE,"auto",NA,"GNO",1.857,0.97,FALSE,479.9,281,701.3,87.6,FALSE
"KIRWIN","KS00022","24h",42,0.436,"homogeneous","GEV",0.377,TRUE,"auto",NA,"GNO",1.602,1.225,FALSE,293.2,166.2,433,91,FALSE
"KIRWIN","KS00022","72h",41,0.314,"homogeneous","GEV",0.938,TRUE,"auto",NA,"GNO",1.51,0.572,FALSE,263.7,162.6,390.7,86.5,FALSE
"GASTON","NC00826","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"GASTON","NC00826","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"ANDERSON RANCH","ID00279","24h",34,0.734,"homogeneous","GEV",0.742,TRUE,"auto",NA,"GNO",1.485,0.743,FALSE,117.5,70.8,172.7,86.7,FALSE
"ANDERSON RANCH","ID00279","72h",45,0.76,"homogeneous","GEV",1.797,FALSE,"auto",NA,"GNO",2.508,0.711,TRUE,175.1,106.4,257.9,86.5,TRUE
"WELLS","WA00098","24h",48,0.921,"homogeneous","GEV",0.718,TRUE,"auto",NA,"GNO",1.641,0.923,FALSE,253.7,150.2,372.8,87.7,FALSE
"WELLS","WA00098","72h",51,0.534,"homogeneous","GEV",1.361,TRUE,"auto",NA,"GNO",2.134,0.773,FALSE,367.5,221.9,540.7,86.7,FALSE
"WILLIAM L. JESS","OR00612","24h",46,0.788,"homogeneous","GEV",0.224,TRUE,"auto",NA,"GNO",0.762,0.538,FALSE,247.5,143.5,364,89.1,FALSE
"WILLIAM L. JESS","OR00612","72h",41,0.835,"homogeneous","GLO",1.935,FALSE,"auto",NA,"GEV",2.432,0.497,TRUE,486.6,205.8,486.6,57.7,TRUE
"G300 CONTROL STRUCTURE","FL36005","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"G300 CONTROL STRUCTURE","FL36005","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"G301 CONTROL STRUCTURE","FL36006","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"G301 CONTROL STRUCTURE","FL36006","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"G94D CONTROL STRUCTURE","FL36019","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"G94D CONTROL STRUCTURE","FL36019","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"G94C CONTROL STRUCTURE","FL36018","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"G94C CONTROL STRUCTURE","FL36018","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"G94B CONTROL STRUCTURE","FL36017","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"G94B CONTROL STRUCTURE","FL36017","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"G94A CONTROL STRUCTURE","FL36016","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"G94A CONTROL STRUCTURE","FL36016","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"SAN ANTONIO","CA00813","24h",5,1.361,"acceptably homogeneous (H1 in [1,2))","GLO",0.014,TRUE,"auto",NA,"GEV",1.421,1.407,FALSE,266.4,107.1,266.4,59.8,FALSE
"SAN ANTONIO","CA00813","72h",5,0.792,"homogeneous","GLO",0.187,TRUE,"auto",NA,"GEV",1.044,0.857,FALSE,500.5,179.8,500.5,64.1,FALSE
"SINCLAIR","GA00836","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"SINCLAIR","GA00836","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"LEMON","CO01688","24h",41,0.725,"homogeneous","GEV",0.245,TRUE,"auto",NA,"GNO",0.856,0.611,FALSE,114,70,168.2,86.2,FALSE
"LEMON","CO01688","72h",42,0.915,"homogeneous","GLO",2.419,FALSE,"auto",NA,"GEV",2.824,0.405,TRUE,185.3,82.6,185.3,55.5,TRUE
"LAKE ANNA DAM AND RESERVOIR","VA83005","24h",5,0.552,"homogeneous","GLO",0.422,TRUE,"auto",NA,"GEV",0.53,0.108,TRUE,538.5,205.6,538.5,61.8,FALSE
"LAKE ANNA DAM AND RESERVOIR","VA83005","72h",5,2.451,"heterogeneous (H1 >= 2 — review region manually)","GEV",0.405,TRUE,"auto",NA,"GLO",0.707,0.302,TRUE,519,287.7,762.6,91.5,TRUE
"DARDANELLE LOCK & DAM","AR00162","24h",5,0.446,"homogeneous","GLO",0.095,TRUE,"auto",NA,"GEV",0.77,0.675,FALSE,657,254,657,61.3,FALSE
"DARDANELLE LOCK & DAM","AR00162","72h",5,-1.092,"homogeneous","GLO",0.215,TRUE,"auto",NA,"GEV",0.61,0.395,TRUE,860.6,333.3,860.6,61.3,FALSE
"CUSHMAN NO 1","WA00145","24h",41,0.615,"homogeneous","GEV",1.725,FALSE,"auto",NA,"GLO",1.927,0.202,TRUE,361.7,220,532.3,86.3,TRUE
"CUSHMAN NO 1","WA00145","72h",41,-0.006,"homogeneous","GLO",0.677,TRUE,"auto",NA,"GEV",3.138,2.461,FALSE,810.9,345.2,810.9,57.4,FALSE
"CUSHMAN NO. 1 SPILLWAY","WA83070","24h",41,0.622,"homogeneous","GEV",1.738,FALSE,"auto",NA,"GLO",1.957,0.219,TRUE,361.7,220,532.3,86.3,TRUE
"CUSHMAN NO. 1 SPILLWAY","WA83070","72h",41,-0.013,"homogeneous","GLO",0.684,TRUE,"auto",NA,"GEV",3.138,2.454,FALSE,810.9,345.2,810.9,57.4,FALSE
"LOOKOUT POINT","OR00009","24h",36,0.898,"homogeneous","GNO",0.121,TRUE,"auto",NA,"GEV",0.787,0.666,FALSE,244,150.1,361.6,86.6,FALSE
"LOOKOUT POINT","OR00009","72h",40,0.867,"homogeneous","GLO",0.736,TRUE,"auto",NA,"GEV",3.157,2.421,FALSE,540.1,237.7,540.1,56,FALSE
"FORT LOUDOUN","TN10501","24h",40,0.199,"homogeneous","GEV",0.133,TRUE,"auto",NA,"GNO",1.09,0.957,FALSE,366.3,215.5,536.8,87.7,FALSE
"FORT LOUDOUN","TN10501","72h",37,0.84,"homogeneous","GEV",0.757,TRUE,"auto",NA,"GNO",1.715,0.958,FALSE,488.8,284.9,713.7,87.7,FALSE
"CUSHMAN DAM NO. 1 - SPILLWAY HEADWORKS","WA00604","24h",41,0.622,"homogeneous","GEV",1.738,FALSE,"auto",NA,"GLO",1.956,0.218,TRUE,361.7,220,532.3,86.3,TRUE
"CUSHMAN DAM NO. 1 - SPILLWAY HEADWORKS","WA00604","72h",41,-0.015,"homogeneous","GLO",0.683,TRUE,"auto",NA,"GEV",3.136,2.453,FALSE,810.9,345.2,810.9,57.4,FALSE
"CARTERS MAIN DAM","GA00821","24h",15,0.423,"homogeneous","GEV",0.471,TRUE,"auto",NA,"GNO",0.962,0.491,TRUE,375.5,226.3,551.6,86.6,FALSE
"CARTERS MAIN DAM","GA00821","72h",12,0.531,"homogeneous","GEV",0.117,TRUE,"auto",NA,"GNO",0.729,0.612,FALSE,543.5,315.8,793.6,87.9,FALSE
"HIWASSEE","NC00419","24h",40,0.25,"homogeneous","GEV",0.184,TRUE,"auto",NA,"GNO",1.161,0.977,FALSE,370.4,218.1,542.9,87.7,FALSE
"HIWASSEE","NC00419","72h",37,0.703,"homogeneous","GEV",0.851,TRUE,"auto",NA,"GNO",1.861,1.01,FALSE,501.3,291.5,731.6,87.8,FALSE
"LOCK & DAM #9","WI00733","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"LOCK & DAM #9","WI00733","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"NACIMIENTO","CA00812","24h",5,1.361,"acceptably homogeneous (H1 in [1,2))","GLO",0.014,TRUE,"auto",NA,"GEV",1.421,1.407,FALSE,266.4,107.1,266.4,59.8,FALSE
"NACIMIENTO","CA00812","72h",5,0.792,"homogeneous","GLO",0.187,TRUE,"auto",NA,"GEV",1.044,0.857,FALSE,500.5,179.8,500.5,64.1,FALSE
"SHADEHILL DIKE NO.1","SD01140","24h",40,0.071,"homogeneous","GEV",0.357,TRUE,"auto",NA,"GNO",1.201,0.844,FALSE,194.6,114.1,290,90.4,FALSE
"SHADEHILL DIKE NO.1","SD01140","72h",42,0.518,"homogeneous","GEV",1.428,TRUE,"auto",NA,"GNO",1.947,0.519,FALSE,208.4,127.3,310.8,88,FALSE
"SHADEHILL","SD01141","24h",40,0.077,"homogeneous","GEV",0.343,TRUE,"auto",NA,"GNO",1.182,0.839,FALSE,194.6,114.1,290,90.4,FALSE
"SHADEHILL","SD01141","72h",42,0.511,"homogeneous","GEV",1.422,TRUE,"auto",NA,"GNO",1.939,0.517,FALSE,208.4,127.3,310.8,88,FALSE
"HIRAM M. CHITTENDEN LOCKS & DAM","WA00301","24h",48,0.595,"homogeneous","GEV",1.84,FALSE,"auto",NA,"GLO",2.403,0.563,TRUE,334.5,201.7,493.4,87.2,TRUE
"HIRAM M. CHITTENDEN LOCKS & DAM","WA00301","72h",48,0.425,"homogeneous","GLO",0.388,TRUE,"auto",NA,"GEV",3.77,3.382,FALSE,727.8,306,727.8,58,FALSE
"DETROIT","OR00004","24h",39,0.919,"homogeneous","GNO",0.232,TRUE,"auto",NA,"GEV",0.761,0.529,FALSE,261.7,162.6,379.9,83,FALSE
"DETROIT","OR00004","72h",43,3.548,"heterogeneous (H1 >= 2 — review region manually)","GEV",1.837,FALSE,"auto",NA,"GLO",2.233,0.396,TRUE,413.2,254,603.9,84.7,TRUE
"MONROE LAKE DAM","IN03001","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"MONROE LAKE DAM","IN03001","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"KANOPOLIS DAM","KS00005","24h",24,-2.894,"homogeneous","GLO",0.693,TRUE,"auto",NA,"GEV",2.173,1.48,FALSE,483,181.6,483,62.4,FALSE
"KANOPOLIS DAM","KS00005","72h",25,-2.033,"homogeneous","GEV",1.66,FALSE,"auto",NA,"GNO",2.257,0.597,TRUE,288,173.2,427.4,88.3,TRUE
"LOWER MONUMENTAL LOCK AND DAM","WA00270","24h",46,0.719,"homogeneous","GEV",1.916,FALSE,"auto",NA,"GLO",2.135,0.219,TRUE,132.3,78.4,192.6,86.3,TRUE
"LOWER MONUMENTAL LOCK AND DAM","WA00270","72h",47,0.733,"homogeneous","GEV",1.841,FALSE,"auto",NA,"GNO",2.473,0.632,TRUE,153.2,97,222.7,82,TRUE
"LAKE JB THOMAS DAM","TX04138","24h",45,-0.735,"homogeneous","GEV",0.78,TRUE,"auto",NA,"GNO",2.255,1.475,FALSE,377.9,203.6,555,93,FALSE
"LAKE JB THOMAS DAM","TX04138","72h",43,0.471,"homogeneous","GEV",0.612,TRUE,"auto",NA,"GNO",0.677,0.065,TRUE,434.8,237.5,645.6,93.8,FALSE
"STRUCTURE NO. 39","FL00338","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"STRUCTURE NO. 39","FL00338","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"PUMPING STATION NO. 6","FL00334","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"PUMPING STATION NO. 6","FL00334","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"GREEN PETER","OR00010","24h",40,0.977,"homogeneous","GEV",0.195,TRUE,"auto",NA,"GNO",0.282,0.087,TRUE,253.6,161.3,370.1,82.3,FALSE
"GREEN PETER","OR00010","72h",37,0.805,"homogeneous","GEV",1.753,FALSE,"auto",NA,"GNO",2.024,0.271,TRUE,392.9,258.2,569.1,79.1,TRUE
"HERON","NM00122","24h",45,0.154,"homogeneous","GNO",0.375,TRUE,"auto",NA,"GEV",0.4,0.025,TRUE,117.8,71.4,174.7,87.7,FALSE
"HERON","NM00122","72h",44,0.718,"homogeneous","GEV",1.787,FALSE,"auto",NA,"GNO",2.136,0.349,TRUE,134.8,85.7,199.1,84.1,TRUE
"R. L. HARRIS","AL83001","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"R. L. HARRIS","AL83001","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"MERWIN","WA00149","24h",47,0.862,"homogeneous","GEV",1.576,TRUE,"auto",NA,"GLO",2.141,0.565,FALSE,337.9,201.9,496.2,87.1,FALSE
"MERWIN","WA00149","72h",49,0.924,"homogeneous","GLO",1.797,FALSE,"auto",NA,"GEV",2.641,0.844,TRUE,710.9,306.8,710.9,56.8,TRUE
"GATHRIGHT DAM","VA00501","24h",46,0.964,"homogeneous","GLO",0.216,TRUE,"auto",NA,"GEV",3.192,2.976,FALSE,351.1,144,351.1,59,FALSE
"GATHRIGHT DAM","VA00501","72h",48,0.462,"homogeneous","GEV",1.853,FALSE,"auto",NA,"GLO",2.467,0.614,TRUE,272.8,169.5,396.9,83.4,TRUE
